customer_age,monthly_spend,visits,complaints,customer_index,high_risk
19,526.1948582050591,13,1,0.8252619485820506,0
53,973.5132548639892,19,3,1.58973513254864,0
75,718.7605557915736,73,3,4.187187605557916,1
58,5.9832837333620414,26,1,2.1200598328373337,0
27,6.980277240765846,29,5,1.3000698027724078,0
58,483.1838576340804,19,2,1.7648318385763409,0
36,284.5441062260392,54,4,2.5628454410622608,1
22,3540.457309862873,32,1,1.675404573098629,0
23,37.12829696960041,34,1,1.740371282969696,0
70,16.10898642186503,4,2,1.4001610898642187,0
19,1.0285967840909624,53,3,2.260010285967841,0
41,455.8980338188808,28,4,1.624558980338189,0
53,11051.15258855026,8,2,1.3305115258855027,0
73,47.291453549760064,5,2,1.5004729145354976,0
67,1.2880615736941932,56,4,3.2600128806157374,1
19,50.74409890226448,54,1,2.460507440989023,0
66,20875.21667788884,26,1,2.4887521667788883,1
47,2.9183864995377755,31,1,2.100029183864996,0
77,126.36727779089009,15,1,2.061263672777909,0
56,7.0438554049354085,12,1,1.520070438554049,0
61,48359.30346740392,74,4,4.343593034674039,1
70,8323.535524062992,17,1,2.08323535524063,0
41,3.479223715336508,12,3,1.0600347922371534,0
20,102.22639747974884,32,1,1.6010222639747975,0
18,100.59593682899452,58,2,2.5210059593682894,1
30,9.385568699372698,20,2,1.2400938556869938,0
58,64.55475861917965,20,1,1.880645547586192,0
26,54.66485710551586,16,2,1.0005466485710552,0
38,7108.080154451358,39,3,2.1510808015445138,0
75,800.6503679093072,11,3,1.708006503679093,0
77,1102.2324110739455,59,3,3.671022324110739,1
57,94.33631183221004,47,1,2.940943363118322,1
33,6447.568974013911,30,2,1.7644756897401392,0
76,3384.7597905058337,1,1,1.5138475979050583,0
65,132.8208225954403,78,0,4.421328208225955,1
45,40.340625147188405,46,2,2.580403406251472,1
55,963.980511274856,13,0,1.6296398051127488,0
64,1783.5561740207056,28,2,2.2578355617402077,0
54,513.091319951301,61,3,3.285130913199513,1
62,45.3379781778596,6,0,1.4804533797817785,0
75,2449.804514097915,79,3,4.444498045140979,1
35,25.17708411769176,11,1,1.060251770841177,0
27,11802.956125343346,24,2,1.4580295612534335,0
50,235.39176568346937,36,2,2.2823539176568346,0
39,333.5861990867932,61,5,2.823335861990868,1
65,26.22710322592341,21,0,2.140262271032259,0
59,109950.65650237507,61,2,4.559506565023751,1
53,95.47537220756764,16,5,1.3009547537220758,0
37,13.339419899009416,32,0,2.0201333941989903,0
40,38.52700785689984,78,0,3.920385270078569,1
44,16.67479221675301,67,2,3.4001667479221678,1
68,1205.596585858301,73,2,4.132055965858583,1
77,245.6775317411052,71,2,4.2224567753174105,1
23,85.55215403569736,33,3,1.540855521540357,0
30,1546.584132822205,28,2,1.5754658413282223,0
50,78436.14445944123,43,3,3.264361444594412,1
78,60.21192774713316,30,2,2.600602119277471,1
71,75.69681780380817,74,2,4.220756968178038,1
45,841.0718212589662,42,2,2.4284107182125894,0
19,559.1376241176173,8,2,0.5455913762411762,0
62,1981.0600723604948,55,2,3.299810600723605,1
29,82493.28867579758,60,1,3.724932886757976,1
68,33315.898533707266,76,6,4.253158985337073,1
29,1281.7656398219274,1,1,0.5528176563982193,0
47,51848.99712971532,67,1,4.058489971297154,1
49,9369.544146197522,51,5,2.7136954414619754,1
67,808.5516176823248,46,1,3.108085516176823,1
59,18.75410083592101,26,1,2.140187541008359,0
77,2789.643566035077,55,1,3.687896435660351,1
51,1707.1362988918474,75,2,3.877071362988918,1
30,88.552674067153,12,3,0.8408855267406714,0
31,151.4238142043123,56,1,2.7815142381420435,1
30,678.4398404768345,33,4,1.6067843984047685,0
53,322.13158389141364,54,3,2.9832213158389145,1
42,5.770505545006518,59,2,3.0400577050554496,1
58,163.1496894527914,32,2,2.281631496894528,0
27,6803.122451207467,56,2,2.6880312245120748,1
68,1199.7129268897154,76,6,3.931997129268897,1
75,12334.275605134471,60,1,3.943342756051345,1
58,485.5670897618487,79,2,4.1648556708976185,1
29,441.99560079227336,35,2,1.824419956007923,0
18,2770.8674805894666,6,0,0.6277086748058947,0
41,1463.3911777455971,15,2,1.274633911777456,0
79,28.32363564595129,14,1,2.06028323635646,0
29,215.84012128557364,31,2,1.662158401212856,0
53,127.15454419756531,3,2,1.0212715454419758,0
68,908.9523799888764,55,2,3.4090895237998886,1
66,120.4986654850003,28,1,2.36120498665485,0
56,67.61235656216363,44,1,2.800676123565622,1
79,16409.02078165267,35,2,2.984090207816527,1
66,23.36892885089252,17,4,1.680233689288509,0
20,13366.524606550867,8,0,0.8536652460655088,0
77,11.366955963554489,71,1,4.300113669559636,1
60,2369.46199759308,53,6,2.8636946199759308,1
37,1770.856995623658,23,4,1.3577085699562366,0
36,2654.741427101667,17,2,1.266547414271017,0
78,616.8143480332005,75,2,4.406168143480332,1
58,20860.81307190433,79,2,4.368608130719043,1
45,8249.76716218357,74,2,3.782497671621836,1
76,378.327879264376,71,3,4.123783278792644,1
53,1373.2646455824847,63,6,3.113732646455825,1
63,9325.8804450999,45,6,2.6732588044509997,1
71,92579.77605023104,54,3,4.26579776050231,1
47,123.08117282642849,64,3,3.2612308117282645,1
39,3325.6640735694496,68,0,3.5332566407356945,1
59,195.3497997924312,44,1,2.8619534979979244,1
62,523.7404646717985,4,3,1.165237404646718,0
54,1338.0845363850483,1,0,1.1333808453638503,0
51,162.0556072659911,7,2,1.14162055607266,0
63,312.0142111051289,77,4,4.023120142111051,1
47,1537.630997061122,41,2,2.435376309970611,0
49,168.62683665430268,48,3,2.6616862683665428,1
29,3143.71170397024,44,2,2.2114371170397025,0
48,9808.67711046633,34,2,2.2580867711046637,0
29,292.8688258154202,14,1,1.062928688258154,0
62,0.9591664463358088,69,1,3.920009591664464,1
54,15.08832755168727,16,2,1.560150883275517,0
59,109.39475701333583,6,0,1.4210939475701332,0
41,270.07891633550423,39,1,2.302700789163355,0
72,19.73884164761258,19,3,1.960197388416476,0
48,34564.46848272868,25,3,2.0656446848272862,0
77,36.142681070584686,49,0,3.5003614268107057,1
45,309.4678783266643,46,2,2.5830946787832665,1
55,111.27749620273894,36,3,2.301112774962028,0
41,10900.227597367646,14,3,1.2490022759736763,0
60,25140.217292333004,50,4,3.13140217292333,1
45,148.85206013102112,3,4,0.7014885206013102,0
55,21.97867652157688,16,0,1.7402197867652158,0
50,434.8669867195017,29,2,2.004348669867195,0
21,246.84695587964788,32,3,1.4624684695587964,0
25,0.312693949394222,45,1,2.2200031269394938,0
46,107.76070512713063,67,1,3.5210776070512715,1
63,2.3051669187272417,22,2,1.9800230516691877,0
77,731.0592267537545,53,0,3.6673105922675377,1
59,97.11167115256694,70,3,3.740971116711526,1
23,2929.635830718923,2,2,0.4092963583071892,0
63,7866.579084800234,71,2,4.018665790848003,1
57,9987.507369392675,30,5,2.039875073693927,0
73,123.84388271823596,10,2,1.7012384388271824,0
74,55.10093558007999,79,1,4.560551009355801,1
74,888.2332077446928,3,3,1.3688823320774468,0
66,8785.28740051302,43,0,3.1278528740051303,1
32,19.808489448806643,4,3,0.5601980848944881,0
52,349088.70251552685,24,2,5.330887025155269,1
53,80.30986619325542,22,5,1.5408030986619328,0
70,125.38007528269308,2,4,1.161253800752827,0
50,3313.606932996178,18,1,1.6731360693299615,0
58,65.58053920866676,10,1,1.4806558053920864,0
45,106.71013477591582,51,4,2.621067101347759,1
18,185.27249828271124,36,3,1.5618527249828271,0
32,34.308574854840124,66,1,3.2003430857485484,1
59,158.71812822484722,50,1,3.101587181282248,1
76,27.489842700617288,17,0,2.2002748984270064,0
50,116.7226809655608,46,4,2.521167226809656,1
74,105.69602469636762,7,3,1.5210569602469637,0
54,4.4175752451239605,36,2,2.360044175752451,0
45,4152.099422272205,59,1,3.221520994222722,1
35,2770.648424741287,24,1,1.6077064842474127,0
31,3815.445294839489,24,2,1.458154452948395,0
66,83.47977960947601,64,2,3.720834797796095,1
73,6309.6843459006905,8,2,1.683096843459007,0
43,3.199515007917952,12,2,1.1800319951500793,0
68,237.3236750557394,41,1,2.9223732367505573,1
28,3562.276180341165,46,3,2.195622761803412,0
49,2908.227074648877,65,6,3.129082270746489,1
44,432.9072899556343,2,3,0.7243290728995563,0
73,183.42010875140144,53,2,3.4218342010875142,1
40,9901.612888443817,46,3,2.4990161288844384,1
28,9444.499032819887,68,2,3.214444990328199,1
62,42.16614039361751,76,2,4.120421661403936,1
51,28.991544159850648,57,3,3.060289915441599,1
70,87.88092513538997,14,0,1.960878809251354,0
68,130.81956283663078,17,4,1.7213081956283662,0
56,3257.245336632924,68,2,3.712572453366329,1
74,1.579631068694503,77,2,4.400015796310687,1
36,138.87665616832032,61,0,3.161388766561683,1
31,11100.730395986046,5,2,0.7710073039598605,0
45,437.79488366339314,26,1,1.8643779488366337,0
79,801.4485769088714,56,3,3.588014485769089,1
20,59.26977792532851,27,1,1.400592697779253,0
57,239.5977867807204,26,2,2.022395977867807,0
52,1364.996901296289,55,1,3.173649969012963,1
21,1020.3930524913392,73,3,3.1102039305249134,1
33,0.1197968723155109,13,4,0.860001197968723,0
48,249580.925833946,26,1,4.41580925833946,1
47,1036.1540694837154,74,2,3.750361540694837,1
28,2870.989838050094,14,1,1.068709898380501,0
52,24.00166216615333,71,1,3.800240016621661,1
44,1416.977331735802,34,5,1.8541697733173583,0
24,13.049913383134085,62,4,2.640130499133832,1
51,23.53553843438725,26,2,1.900235355384344,0
29,53.77765611218592,71,0,3.4205377765611216,1
48,7061.655074538331,15,0,1.6306165507453834,0
24,121.47342988150486,19,0,1.241214734298815,0
33,4521.3206008340985,23,6,1.145213206008341,0
49,11677.629095774828,25,3,1.8567762909577483,0
21,15.21286538765544,7,1,0.6201521286538766,0
29,67.47097117742726,5,4,0.4606747097117743,0
76,15.929972784393604,58,4,3.520159299727844,1
46,3034.857796311233,29,2,1.950348577963112,0
24,43.90351395362609,63,4,2.6804390351395364,1
25,770.8901984804169,70,0,3.3077089019848045,1
70,15741.501224577576,75,3,4.317415012245776,1
38,9045.783288054536,68,0,3.5704578328805456,1
59,421.8650550796581,10,1,1.5042186505507966,0
43,82.02102532872338,51,5,2.5008202102532877,1
52,5311.400757871477,36,3,2.293114007578714,0
25,21.23946341202968,15,1,1.0202123946341202,0
77,7806.813466036619,72,0,4.498068134660366,1
75,20310.679289696967,26,1,2.6631067928969694,1
39,167.57355863449968,31,2,1.861675735586345,0
23,2.15902630244117,7,1,0.6600215902630245,0
48,115.137902136436,32,1,2.1611513790213643,0
19,1479.9904851284025,19,3,0.914799904851284,0
39,12944.335686371216,40,0,2.509443356863712,1
66,172.04809308451377,37,2,2.6417204809308448,1
52,16761.881917854967,69,3,3.7276188191785495,1
57,10.745448949722888,4,2,1.1401074544894974,0
78,725.6361111169327,22,0,2.4472563611111693,0
18,10316.365642054703,42,4,1.823163656420547,0
24,926.9845267964668,44,3,2.0092698452679647,0
41,2399.6323492682054,75,2,3.683996323492682,1
36,1024.9450573918052,3,1,0.770249450573918,0
26,52.53704876152214,77,2,3.4405253704876158,1
40,6.199254344602838,6,3,0.8000619925434462,0
45,81147.93726377956,70,2,4.351479372637796,1
22,192.18581982582265,68,3,2.9219218581982584,1
68,543.6938439521215,22,1,2.1654369384395213,0
71,891.9283303850862,67,0,4.108919283303851,1
63,45.54038257031299,5,5,1.0604554038257032,0
33,87.59552913016427,21,1,1.4208759552913015,0
50,1516.6807643424495,29,4,1.8551668076434245,0
19,2678.9236268503546,51,2,2.286789236268504,0
41,309.0335500546942,74,3,3.5430903355005468,1
34,521.5920544134577,62,5,2.7652159205441347,1
39,6.647993582089794,11,3,0.980066479935821,0
29,3.708227566801784,16,0,1.220037082275668,0
21,4103.564898242975,41,0,2.10103564898243,0
71,2105.80508994795,73,1,4.281058050899479,1
75,140.68929372566947,20,0,2.3014068929372566,0
74,3.574004538375153,18,2,2.040035740045384,0
48,438.5974447629936,24,2,1.7643859744476298,0
37,295.33371003016964,62,1,3.142953337100302,1
51,5496.38756463209,79,3,3.994963875646321,1
28,2848.950667224096,76,1,3.548489506672241,1
32,2470.8391482808997,38,0,2.184708391482809,0
79,2234.635749639523,22,4,2.1623463574963955,0
49,14552.587866383525,65,4,3.4055258786638354,1
23,162.12373144673427,63,3,2.741621237314467,1
47,64.69973754701142,26,1,1.9006469973754705,0
28,352.1945680360589,9,2,0.7635219456803606,0
34,256.1808804053458,31,1,1.8425618088040532,0
66,183.2507198970748,79,2,4.3218325071989705,1
41,3439.61275126073,35,1,2.174396127512608,0
73,31425.74101339672,62,1,4.174257410133967,1
18,1327.7236232759203,25,1,1.2932772362327591,0
25,997.2217878290164,1,2,0.3899722178782902,0
41,35165.64490822929,34,3,2.291656449082293,0
54,50.3189623726841,65,3,3.440503189623727,1
65,10891.435290281284,31,2,2.488914352902813,1
66,23.106760806432792,45,2,2.9602310676080643,1
59,5331.124888694292,56,3,3.2333112488869427,1
43,401.3283654867587,37,1,2.2640132836548674,0
32,63.457725421987824,5,4,0.5206345772542198,0
42,34.205951567140495,48,3,2.520342059515671,1
36,15957.07455105127,47,0,2.759570745510513,1
18,440.0445452140983,50,4,2.044400445452141,0
76,218.99995103649496,22,5,2.002189999510365,0
27,1160.11262749428,65,2,2.9916011262749427,1
64,219.16754743010705,17,4,1.6421916754743011,0
19,5398.345391971692,20,4,0.9139834539197168,0
30,218.1099407154744,18,3,1.0821810994071546,0
42,2227.3574028372195,48,2,2.622273574028372,1
74,1.9110970462982344,46,4,3.0000191109704635,1
73,251.04304706313047,66,2,3.942510430470631,1
49,34.39997967464153,37,1,2.380343999796746,0
57,206.61955088303145,46,0,2.9820661955088306,1
55,735.0103136637936,47,3,2.747350103136638,1
36,677107.81875041,57,1,9.6910781875041,1
20,14.402103966640526,71,0,3.2401440210396664,1
69,147.0670988586453,77,3,4.2214706709885865,1
48,85.12533391184681,23,4,1.5608512533391183,0
34,1744.769149094779,31,4,1.6174476914909477,0
72,2485.5952027139683,1,2,1.3448559520271397,0
47,1280.2848532048738,76,8,3.3528028485320487,1
52,36.68618804549188,32,4,2.000366861880455,0
36,26.34527253944396,70,1,3.440263452725395,1
23,280.9491265299813,18,4,0.8628094912652997,0
19,561.0812094778424,52,1,2.3856108120947783,0
64,32.79670411691199,27,2,2.200327967041169,0
55,397.451404674297,65,1,3.623974514046743,1
